Food_Name|Food_Name_en|Ingredient|Ingredient_en|Amount
松黄汤|Pine Pollen [Juice] Soup|羊肉|Mutton|leg; bone and cut up
鹿头汤|Deer Head Soup|鹿头蹄|Deer’s head [and] hooves|one set; remove hair and clean; bone and divide into pieces
木瓜汤|Chinese Quince Soup|回回豆子|chickpeas|half a sheng; pulverize and remove the skins
木瓜汤|Chinese Quince Soup|草果|tsaoko cardamoms|five
木瓜汤|Chinese Quince Soup|羊肉|Mutton|leg; bone and cut up
苦豆汤|Fenugreek Seed Soup|苦豆|fenugreek seeds|
苦豆汤|Fenugreek Seed Soup|草果|tsaoko cardamoms|five
苦豆汤|Fenugreek Seed Soup|羊肉|Mutton|leg; bone and cut up
沙乞某儿汤|Šaqimur [Rape Turnip] Soup|沙乞某儿|aqimur|five
沙乞某儿汤|Šaqimur [Rape Turnip] Soup|回回豆子|chickpeas|half a sheng, pulverize and remove the skins
沙乞某儿汤|Šaqimur [Rape Turnip] Soup|草果|tsaoko cardamoms|five
沙乞某儿汤|Šaqimur [Rape Turnip] Soup|羊肉|Mutton|leg; bone and cut up
八儿不汤|Bal–po Soup |萝卜|Chinese radish|
八儿不汤|Bal–po Soup |回回豆子|chickpeas|half a sheng; pulverize and remove the skins
八儿不汤|Bal–po Soup |草果|tsaoko cardamoms|five
八儿不汤|Bal–po Soup |羊肉|Mutton|leg; bone and cut up
大麦汤|Barley Soup|大麦仁|hulled barley|two sheng; scour wash in boiling water; parboil the grains.
大麦汤|Barley Soup|草果|tsaoko cardamoms|five
大麦汤|Barley Soup|羊肉|Mutton|leg; bone and cut up
马思吉汤|Mastajhi [Mastic] Soup|回回豆子|chickpeas [“Muslim beans”]|
马思吉汤|Mastajhi [Mastic] Soup|官桂|cinnamon|2 qian
马思吉汤|Mastajhi [Mastic] Soup|草果|tsaoko cardamoms|five
马思吉汤|Mastajhi [Mastic] Soup|羊肉|Mutton|leg; bone and cut up
杏子油|Apricot Seed Oil|杏子|Apricot seeds|it does not matter whether a lot or a few are used; smash into fragments along with the skins
松子油|Pine Seed Oil|松子|Pine seeds|it does not matter whether a lot or few are used; remove the skin; pound down into a mash
赤赤哈纳即酸刺|Cicigina (a kind of Suanci [Ziziphus spp.])|赤赤哈纳|Cicigina|it does not matter whether a lot or a little is used; immerse in water; take the juice
五味子舍儿别|Red Currant Sharba[t]|白沙糖|white granulated sugar|eight jin; refine
五味子舍儿别|Red Currant Sharba[t]|新北五味|Fresh northern red currants|ten jin; remove the seed. Immerse in water and take the juice
小石榴煎|Rose [Rosa laevigata and other Rosa spp.] Hips Concentrate|白沙蜜|crystallized honey|ten jin; refine
小石榴煎|Rose [Rosa laevigata and other Rosa spp.] Hips Concentrate|小石榴|Rose hips|two dou; steam. When done remove the seeds; grind into a mash
石榴浆|Pomegranate Syrup|白沙糖|white sugar|ten jin; refine
石榴浆|Pomegranate Syrup|石榴子|Pomegranate seeds|10 jin; take the juice
桃煎|Peach Concentrate|白沙蜜|crystallized honey|two jin; refine
桃煎|Peach Concentrate|大桃|Large peaches|100; remove the skins, cut into slices and take the juice
樱桃煎|Cherry [Prunus pseudocerasus] Concentrate|白沙糖|white granulated sugar|24 jin; refine
樱桃煎|Cherry [Prunus pseudocerasus] Concentrate|樱桃|Cherries|50 jin; take the juice
金橘煎|Kumquat [Fortunella margarita] Concentrate|白沙糖|white granulated sugar|three jin
金橘煎|Kumquat [Fortunella margarita] Concentrate|金橘|Kumquats|50; remove the seeds and take the skin
紫苏煎|Purple Perilla Concentrate|白沙糖|white granulated sugar|ten jin; refine
紫苏煎|Purple Perilla Concentrate|干木瓜|dried Chinese quince|five jin
紫苏煎|Purple Perilla Concentrate|紫苏叶|Purple perilla leaf|five jin
株子煎|Hazelnut Concentrate|白沙糖|white granulated sugar|five jin; refine
株子煎|Hazelnut Concentrate|株子|Hazelnuts|100 pieces; take the cleaned meat
香圆煎|Citron [including Citrus medica, also C. medica var. sarcodactylis] Concentrate|白沙糖|white granulated sugar|two jin; refine
香圆煎|Citron [including Citrus medica, also C. medica var. sarcodactylis] Concentrate|香圆|Citrons|20 pieces; remove the skin and take the meat
木瓜煎|Chinese Quince Concentrate|白沙糖|white granulated sugar|Ten jin; refine
木瓜煎|Chinese Quince Concentrate|木瓜|Chinese quinces|10; remove the skin and stems, take the juice. Boil down until the liquid is gone
牛髓膏子|Cow Medullae Paste|牛骨头内取油|oil from cow skull marrow|two liang
牛髓膏子|Cow Medullae Paste|天门冬膏|Chinese asparagus [Asparagus lucidus or A. cojinjinensis] paste|three liang
牛髓膏子|Cow Medullae Paste|地黄膏|Chinese foxglove [Rehmannia glutinosa] paste|three liang
牛髓膏子|Cow Medullae Paste|黄精膏|Solomon’s seal [Polygonatum cirrhifolium or P. multiflorum] paste|five liang
橙香饼儿|Fragrant Orange Aromatic Cakes|麝香|musk deer musk|two qian; grind separately
橙香饼儿|Fragrant Orange Aromatic Cakes|龙脑|baroos camphor [Dryobalanops aromatica resin]|one qian; grind separately
橙香饼儿|Fragrant Orange Aromatic Cakes|南硼砂|southern borax|three qian; grind separately
橙香饼儿|Fragrant Orange Aromatic Cakes|荜澄茄|cubebs|three qian
橙香饼儿|Fragrant Orange Aromatic Cakes|白豆蔻仁|cardamom kernel|five qian
橙香饼儿|Fragrant Orange Aromatic Cakes|缩砂|grain-of-paradise|five qian
橙香饼儿|Fragrant Orange Aromatic Cakes|白檀|white sandalwood|five qian
橙香饼儿|Fragrant Orange Aromatic Cakes|沉香|garuwood|five qian
橙香饼儿|Fragrant Orange Aromatic Cakes|新橙皮|New fragrant orange peel|one liang; dry over a fire; remove white
答必纳饼儿|Tabilqa Cakes|白纳八|finely powdered|
答必纳饼儿|Tabilqa Cakes|新罗参|two qian|
答必纳饼儿|Tabilqa Cakes|答必纳|Tabilqa|
官桂渴忒饼儿|Cinnamon Qatiq Cakes|白纳八|white nabat|three liang; powder
官桂渴忒饼儿|Cinnamon Qatiq Cakes|新罗参|Korean ginseng|one liang; remove green shoots, make a fine powder
官桂渴忒饼儿|Cinnamon Qatiq Cakes|渴忒|qatiq|one liang, two qian
官桂渴忒饼儿|Cinnamon Qatiq Cakes|官桂|Cinnamon|two qian; make a fine powder
渴忒饼儿|Qatiq Cakes|白纳八|white nabat|three liang; powder. This is a kind of sugar
渴忒饼儿|Qatiq Cakes|菖蒲|acorus root|one qian; grind each to a fine powder
渴忒饼儿|Qatiq Cakes|新罗参|Korean ginseng|one liang; remove green shoots
渴忒饼儿|Qatiq Cakes|渴忒|Qatiq|one liang, two qian
橘皮醒酲汤|Detoxifying Dried Orange Peel Puree|盐|salt|six liang; roast
橘皮醒酲汤|Detoxifying Dried Orange Peel Puree|白豆蔻仁|cardamom kernel|two liang
橘皮醒酲汤|Detoxifying Dried Orange Peel Puree|人参|ginseng|two liang; remove the green shoots
橘皮醒酲汤|Detoxifying Dried Orange Peel Puree|绿豆花|mungbean flower|one-half jin
橘皮醒酲汤|Detoxifying Dried Orange Peel Puree|葛花|kudzu flower|one-half jin
橘皮醒酲汤|Detoxifying Dried Orange Peel Puree|檀香|sandalwood|four liang
橘皮醒酲汤|Detoxifying Dried Orange Peel Puree|陈橘皮|prepared mandarin orange peel|
橘皮醒酲汤|Detoxifying Dried Orange Peel Puree|香橙皮|[Prepared] fragrant orange [Citrus sinensis] peel|one jin; remove the white.
木瓜汤|Chinese Quince [Chaenomeles sinensis] Puree|白沙蜜|crystallized honey|two jin; refine
木瓜汤|Chinese Quince [Chaenomeles sinensis] Puree|木瓜|Chinese quinces|four pieces; steam cook. Remove the skin and grind, mashing up finely
白梅汤|Oriental Flowering Apricot [Prunus mume] Puree|盐|salt|one-half jin
白梅汤|Oriental Flowering Apricot [Prunus mume] Puree|甘草|liquorice|four liang
白梅汤|Oriental Flowering Apricot [Prunus mume] Puree|白檀|white sandalwood|four liang
白梅汤|Oriental Flowering Apricot [Prunus mume] Puree|白梅肉|Salted oriental flowering apricots|one jin
破气汤|Puree for Stagnant Qi|甘草|salt|one half jin
破气汤|Puree for Stagnant Qi|丁香|liquorice|one-half jin
破气汤|Puree for Stagnant Qi|木香|muxiang [root of Vladimiria souliei or Saussurea lappa]|one liang
破气汤|Puree for Stagnant Qi|姜黄|turmeric|
破气汤|Puree for Stagnant Qi|桂花|kueihua [Osmanthus fragrans] flowers|one-half jin
破气汤|Puree for Stagnant Qi|陈皮|prepared mandarin orange peel|two liang; remove the white
破气汤|Puree for Stagnant Qi|荜澄茄|cubebs [Litsea cubeba]|
破气汤|Puree for Stagnant Qi|良姜|lesser galangal|one liang
破气汤|Puree for Stagnant Qi|茴香|fennel|four liang; roast
破气汤|Puree for Stagnant Qi|杏仁|Apricot kernels|one jin; remove the skin, tips and bran; roast and grind up separately
茴香汤|Fennel Puree|盐|salt|one-half jin; roast
茴香汤|Fennel Puree|甘草|liquorice|four liang; roast
茴香汤|Fennel Puree|陈皮|prepared mandarin orange peel|one-half jin; remove the white
茴香汤|Fennel Puree|川楝子|Sichuan pagoda tree [Melia toosendan] fruits|one-half jin
茴香汤|Fennel Puree|茴香|Fennel|one jin; roast
枣姜汤|Jujube [Zizyphus jujuba and other Z. spp] and Ginger Puree|盐|salt|two liang; roast
枣姜汤|Jujube [Zizyphus jujuba and other Z. spp] and Ginger Puree|甘草|liquorice|two liang; roast
枣姜汤|Jujube [Zizyphus jujuba and other Z. spp] and Ginger Puree|枣|jujubes|three jin; remove the pith; roast
枣姜汤|Jujube [Zizyphus jujuba and other Z. spp] and Ginger Puree|生姜|Sprouting ginger|one jin; cut into slices
四和汤|“Four Harmonies Puree”|盐|salt|one liang; roast
四和汤|“Four Harmonies Puree”|茴香|fennel|two liang; roast
四和汤|“Four Harmonies Puree”|芝麻|sesame [seeds]|one jin; roast
四和汤|“Four Harmonies Puree”|白面|White flour|one jin; roast
山药汤|Chinese Yam [Dioscorea opposita] Puree|杏仁|apricot kernels|two jin; roast until overdone. Remove the skin and tips. Cut up into grains
山药汤|Chinese Yam [Dioscorea opposita] Puree|粟米|millet grains|half a sheng; roast. Make a flour
山药汤|Chinese Yam [Dioscorea opposita] Puree|山药|Chinese yams|one jin; cook until done
杏霜汤|Apricot Frost Puree|盐|salt|three liang; roast
杏霜汤|Apricot Frost Puree|杏仁|apricot kernels|two sheng; remove the skin, tips and bran. Roast and grind up
杏霜汤|Apricot Frost Puree|粟米|Millet grains|five sheng; roast. Make a flour
仙术汤|Immortal’s Tsangshu [Atractylodes chinensis and other A. spp] [Seed] Puree|盐|salt|four liang; roast
仙术汤|Immortal’s Tsangshu [Atractylodes chinensis and other A. spp] [Seed] Puree|乾枣|dried jujubes|two sheng; dry over a fire and make into a fine powder
仙术汤|Immortal’s Tsangshu [Atractylodes chinensis and other A. spp] [Seed] Puree|白面|white flour|one jin; roast
仙术汤|Immortal’s Tsangshu [Atractylodes chinensis and other A. spp] [Seed] Puree|甘草|liquorice|two liang; roast and make into a fine powder
仙术汤|Immortal’s Tsangshu [Atractylodes chinensis and other A. spp] [Seed] Puree|茴香|fennel|two liang; roast and make into a fine powder
仙术汤|Immortal’s Tsangshu [Atractylodes chinensis and other A. spp] [Seed] Puree|苍术|Tsangshu|one jin of seeds; soak for three days, slice with a bamboo knife. Dry over a fire and make into a fine powder
人参汤|Ginseng Puree (Drink in Place of Liquor)|沙糖|crude granulated sugar|one jin
人参汤|Ginseng Puree (Drink in Place of Liquor)|紫苏叶|purple perilla leaves|two liang
人参汤|Ginseng Puree (Drink in Place of Liquor)|橘皮|prepared mandarin orange peel|one liang; remove the white
人参汤|Ginseng Puree (Drink in Place of Liquor)|新罗参|Korean ginseng|four liang; remove green shoots and cut up
五味子汤|Red Currant Puree (Drink in Place of Grape Wine)|沙糖|crude granulated sugar|two jin
五味子汤|Red Currant Puree (Drink in Place of Grape Wine)|人参|ginseng|four liang; remove the green shoots and cut up
五味子汤|Red Currant Puree (Drink in Place of Grape Wine)|紫苏叶|purple perilla leaves|six liang
五味子汤|Red Currant Puree (Drink in Place of Grape Wine)|北五味|Red currants [“northern schisandra”]|one jin; clean the meat
梅子丸|Oriental Flowering Apricot [Prunus mume] Pellet|麝香|musk deer musk|one qian; grind up
梅子丸|Oriental Flowering Apricot [Prunus mume] Pellet|檀香|sandalwood|three qian
梅子丸|Oriental Flowering Apricot [Prunus mume] Pellet|甘草|liquorice|
梅子丸|Oriental Flowering Apricot [Prunus mume] Pellet|紫苏叶|purple perilla leaves|one and one-half liang
梅子丸|Oriental Flowering Apricot [Prunus mume] Pellet|干木瓜|dried Chinese quinces|one and one-half liang; finely ground
梅子丸|Oriental Flowering Apricot [Prunus mume] Pellet|白梅|salted oriental flowering apricots|one and one-half liang; take the meat
梅子丸|Oriental Flowering Apricot [Prunus mume] Pellet|乌梅|Black [i.e. fresh] oriental flowering apricots|one and one-half liang; take the meat
荔枝膏|Lichee Paste|熟蜜|cooked honey|14 liang
荔枝膏|Lichee Paste|生姜汁|juice of sprouting ginger|five liang
荔枝膏|Lichee Paste|麝香|musk deer musk|one-half qian; grind up
荔枝膏|Lichee Paste|沙糖|crude granulated sugar|26 liang
荔枝膏|Lichee Paste|桂|cassia|10 liang; remove the skin and cut up
荔枝膏|Lichee Paste|乌梅|Black Chinese apricots|half a jin; take the meat
桂沉浆|Cassia-Garuwood Syrup|沙糖|granulated sugar|six liang
桂沉浆|Cassia-Garuwood Syrup|乌梅|black Chinese apricots|one liang; take the meat
桂沉浆|Cassia-Garuwood Syrup|沉香|garuwood|three qian; cut up
桂沉浆|Cassia-Garuwood Syrup|紫苏叶|Purple perilla leaves [Perilla frutescens var. crispa]|one liang; cut up
桂浆|Cassia Syrup|白沙蜜|crystallized honey|three jin; refine
桂浆|Cassia Syrup|大麦蘖|malted wheat|half a jin; make into a powder
桂浆|Cassia Syrup|杏仁|apricot kernels|100 nuts; blanch in boil- ing water, and remove the skin and tips; grind fresh to make a mash
桂浆|Cassia Syrup|曲末|finely ground yeast|half a jin
桂浆|Cassia Syrup|桂|cassia|three liang; remove skin and make a fine powder
桂浆|Cassia Syrup|赤茯苓|red China root|three liang; remove skin and make a fine powder
桂浆|Cassia Syrup|熟水|boiled water|two dou
桂浆|Cassia Syrup|生姜|Sprouting ginger|three jin; take the juice
鲫鱼羹|Bream Soup|草果|tsaoko cardamom|one qian; make a fine powder
鲫鱼羹|Bream Soup|小椒|Jinese flower pepper|two qian; make a fine powder
鲫鱼羹|Bream Soup|大鲫鱼|Large bream|one; young and fresh; wash clean and cut up into strips
獭肝羹|Otter Liver Gruel|獭肝|Otter liver|one
野猪|Wild Pig Meat Broth|野猪肉|Wild pig meat|two jin; cut up finely
羊头脍|Sheep’s Head Hash|白羊头|White sheep’s head|one; pluck and wash clean.
乌驴皮汤|Black Donkey Skin Soup|乌驴皮|Black donkey’s skin|one sheet; remove hair, wash clean
恶实菜|Burdock. (This is niupangzi. Another name is shuzhan zi.)|酥油上件|liquid butter|
恶实菜|Burdock. (This is niupangzi. Another name is shuzhan zi.)|恶实菜叶|Burdock [Arctium lappa] leaves|tender and thick
麻子粥|Hemp Seed Congee|荆芥穗|Schizonepeta tenuifolia herb|one liang
麻子粥|Hemp Seed Congee|薄荷叶|field mint leaves|one liang
麻子粥|Hemp Seed Congee|白粟米|white millet grains|three he
麻子粥|Hemp Seed Congee|冬麻子|Hemp seeds [Cannabis sativa]|two liang; roast; remove the skins and grind up
荆芥粥|Schizonepeta tenuifolia Congee|白粟米|white millet seeds|three he
荆芥粥|Schizonepeta tenuifolia Congee|豉|salted fruits|three he
荆芥粥|Schizonepeta tenuifolia Congee|薄荷叶|field mint leaves|one liang
荆芥粥|Schizonepeta tenuifolia Congee|荆芥穗|S. tenuifolia herb|one liang
葛粉羹|Kudzu Starch Gruel|豉|salted fruits|three he
葛粉羹|Kudzu Starch Gruel|荆芥穗|Schizonepeta tenuifolia herb|one liang
葛粉羹|Kudzu Starch Gruel|葛根|Kudzu starch|half a jin; pound to get four liang of the starch
羊肚羹|Sheep’s Stomach Gruel|生姜|sprouting ginger|two qian and a half. Cut up finely
羊肚羹|Sheep’s Stomach Gruel|蜀椒|Chinese flower pepper [Sichuan Pepper]|Remove the closed up corns, roast to bring out the juice; 30 corns
羊肚羹|Sheep’s Stomach Gruel|半合|salted fruits|half a he
羊肚羹|Sheep’s Stomach Gruel|葱白数茎|green onions|several
羊肚羹|Sheep’s Stomach Gruel|粳米|non-glutinous rice|two he
羊肚羹|Sheep’s Stomach Gruel|羊肚|Sheep’s stomach|one; wash clean
乌鸡酒|Black Chicken Liquor|乌雌鸡|Black hen|one; pluck and wash clean. Remove the entrails
熊肉羹|Bear Meat Gruel|熊肉|Bear meat|one jin
狐肉羹|Fox Meat Gruel|狐肉|Fox meat|The quantity does not matter. Include organ meat.
驴肉汤|Donkey’s Meat Soup|乌驴肉|Meat of a black donkey|The quantity does not matter. Cut up.
驴头羹|Donkey’s Head Gruel|胡椒|tsaoko cardamom|two qian
驴头羹|Donkey’s Head Gruel|洗净|black pepper|two qian
驴头羹|Donkey’s Head Gruel|乌驴头|Black donkey’s head|one; remove hair and wash clean
小麦粥|Wheat Congee|小麦|Wheat|Scour clean. It does not matter if a lot or little is used.
马齿菜粥|Purslane [Portulaca oleracea] Congee|马齿菜|Purslane|Wash clean. Take the juice.
鲤鱼汤|Carp Soup|草果|tsaoko cardamom|two qian
鲤鱼汤|Carp Soup|小椒|Chinese flower pepper|two qian
鲤鱼汤|Carp Soup|陈皮|prepared mandarin orange peel|two qian; remove white
鲤鱼汤|Carp Soup|赤小豆|adzuki beans|one he
鲤鱼汤|Carp Soup|大鲤鱼|Large carp|one
葵菜羹|Chinese Mallow Gruel|葵菜叶|Mallow leaves|It does not matter if they are many or few. Wash, select and clean.
鸡子黄|Egg Yolk|鸡子黄|Egg yolk|one; use fresh
鹁鸽羹|Pigeon Gruel|白鹁鸽|White pigeon|one; cut up into large slices
野鸡羹|Pheasant Gruel|野鸡|Pheasant|one; pluck and clean
萝卜粥|Chinese Radish Congee|大萝卜|Large Chinese radish|
青鸭羹|Green[-headed] Duck [Male Mallard] Gruel|草果|tsaoko cardamoms|five
青鸭羹|Green[-headed] Duck [Male Mallard] Gruel|青头鸭|Green-headed duck|one, skin and clean
黄雌鸡|Yellow Hen|草果|adzuki beans [“Red Small Beans”]|one sheng
黄雌鸡|Yellow Hen|净|tsaoko cardamom|two qian
黄雌鸡|Yellow Hen|黄雌鸡|Yellow hen|one; pluck and clean
肉羹|Chinese Badger Meat Gruel|草果|tsaoko cardamoms|three
肉羹|Chinese Badger Meat Gruel|葱|onions|a handful
肉羹|Chinese Badger Meat Gruel|肉|Chinese badger meat|one jin; cut up finely
炙黄鸡|Broiled Yellow Chicken|黄雌鸡|Yellow hen|one; pluck and clean
乳饼面|Cheese Flour|乳饼|Cheese|one; cut up into bean-sized pieces
炒黄面|Roasted Yellow Flour|白面|White flour|one jin; roast, scorch yellow
鲫鱼羹|Bream Gruel|荜拨|long pepper|two qian
鲫鱼羹|Bream Gruel|缩砂|grain-of-paradise|two qian
鲫鱼羹|Bream Gruel|陈皮|prepared mandarin orange peel|two qian
鲫鱼羹|Bream Gruel|小椒|Chinese flower pepper|two qian
鲫鱼羹|Bream Gruel|胡椒|black pepper|two qian
鲫鱼羹|Bream Gruel|大蒜|large garlic|two chunks
鲫鱼羹|Bream Gruel|大鲫鱼|Large bream|two jin
生地黄粥|Sprouting Chinese Foxglove Congee|生地黄汁|Juice of sprouting Chinese foxglove|two he
桃仁粥|Peach Seed Congee|桃仁|Peach seeds|three liang; cook in broth. When done remove the ends and skin. Grind
鸡头粉羹|Euryale Fruits Gruel Powder|羊脊骨|sheep’s spine|one set, with meat. Decoct. Take the juice
鸡头粉羹|Euryale Fruits Gruel Powder|鸡头|Euryale fruits|grind into a powder
鸡头粥|Euryale Fruits Congee|鸡|Euryale fruits|three he
莲子粥|Lotus Seed Congee|莲子|Lotus seeds|one sheng; remove hearts
牛肉脯|Dried Beef|良姜|lesser galangal|two qian
牛肉脯|Dried Beef|缩砂|grain-of-paradise|two qian
牛肉脯|Dried Beef|草果|tsaoko cardamom|two qian
牛肉脯|Dried Beef|陈皮|prepared mandarin orange peel|two qian; remove white
牛肉脯|Dried Beef|荜拨|long pepper|five qian
牛肉脯|Dried Beef|胡椒|black pepper|five qian
牛肉脯|Dried Beef|牛肉|Beef|five jin; remove fat and membrane, cut up into large strips.
吴茱萸粥|Evodia Fruit Congee|吴茱萸|Evodia fruits|half a liang; wash with water and remove the effusion. Dry, roast and make fine a powder
良姜粥|Lesser Galangal Congee|粳米|non-glutinous rice|three he
良姜粥|Lesser Galangal Congee|高良姜|Lesser galangal|half a liang; make into fine powder
荜拨粥|Long Pepper Congee|桂|cassia|five qian
荜拨粥|Long Pepper Congee|胡椒|black pepper|one liang
荜拨粥|Long Pepper Congee|荜拨|Long pepper|one liang
椒面羹|Chinese Flower Pepper Dough Gruel|白面|flour|four liang
椒面羹|Chinese Flower Pepper Dough Gruel|川椒|Chinese flower pepper|three qian; roast and make into a powder
生地黄粥|Sprouting Chinese Foxglove Congee|酸枣仁|sour jujubes|
生地黄粥|Sprouting Chinese Foxglove Congee|生地黄汁|Sprouting Chinese foxglove juice|one he
酸枣粥|Sour Jujube Congee|酸枣仁|Sour jujubes|a bowl
山药粥|Chinese Yam Congee|山药|Chinese yams|one jin; cook thoroughly and grind into a paste
山药粥|Chinese Yam Congee|羊肉|Mutton|one jin; remove fat and membrane; roast until cooked and grind into a paste
山药|Chinese Yam Tuo|山药|Chinese yams|two jin
山药|Chinese Yam Tuo|缩砂|grain-of-paradise|two qian
山药|Chinese Yam Tuo|胡椒|black pepper|two qian
山药|Chinese Yam Tuo|良姜|lesser galangal|one qian
山药|Chinese Yam Tuo|陈皮|prepared mandarin orange peel|one qian; remove white
山药|Chinese Yam Tuo|草果|tsaoko cardamom|five
山药|Chinese Yam Tuo|葱白|spring onions|one
山药|Chinese Yam Tuo|萝卜|Chinese radish|one; cut into large slices
山药|Chinese Yam Tuo|羊骨|Sheep’s bone|five to seven chunks; meat attached
醍醐酒|Ghee Liquor|醍醐|Ghee|one bowl
乌鸡汤|Black Chicken Soup|胡椒|tsaoko cardamom|two
乌鸡汤|Black Chicken Soup|良姜|black pepper|two qian
乌鸡汤|Black Chicken Soup|陈皮|lesser galangal|one qian
乌鸡汤|Black Chicken Soup|洗净，切作块子|prepared mandarin orange peel|one qian; remove white
乌鸡汤|Black Chicken Soup|乌雄鸡|Black chicken|one; pluck, clean and cut up into small pieces
狐肉汤|Fox Meat Soup|哈昔泥|kasni|
狐肉汤|Fox Meat Soup|良姜|lesser galangal|two qian
狐肉汤|Fox Meat Soup|陈皮|prepared mandarin orange peel|one qian; remove white
狐肉汤|Fox Meat Soup|葱|onions|one handful
狐肉汤|Fox Meat Soup|缩砂|grain-of-paradise|two qian
狐肉汤|Fox Meat Soup|草果|tsaoko cardamom|five
狐肉汤|Fox Meat Soup|狐肉|Fox meat|five jin; wash in boiling water
黑牛髓煎|Black Ox Marrow Decoction|白沙蜜|crystallized honey|half a jin; roast; remove wax
黑牛髓煎|Black Ox Marrow Decoction|生地黄汁|juice of sprouting Chinese foxglove|half a jin
黑牛髓煎|Black Ox Marrow Decoction|黑牛髓|Black ox marrow|half a jin
鹿角酒|Deer Horn Liquor|鹿角|Deer horn|young horn, two to three cun in length; roast red
鹿蹄汤|Deer Feet Soup|草果|tsaoko cardamom|two qian
鹿蹄汤|Deer Feet Soup|陈皮|prepared mandarin orange peel|two qian
鹿蹄汤|Deer Feet Soup|鹿蹄|Deer feet|four pair
羊肉羹|Mutton Gruel|胡椒|spring onions|three
羊肉羹|Mutton Gruel|荜拨|black pepper|one qian
羊肉羹|Mutton Gruel|良姜|long pepper|one qian
羊肉羹|Mutton Gruel|陈皮|lesser galangal|one qian
羊肉羹|Mutton Gruel|钱|prepared mandarin orange peel|one qian; remove white
羊肉羹|Mutton Gruel|草果|tsaoko cardamom|one qian
羊肉羹|Mutton Gruel|萝卜|Chinese radish|one; cut into slices
羊肉羹|Mutton Gruel|羊肉|Mutton|half a jin; cut up finely
鹿肾羹|Deer’s Kidney Gruel|鹿肾|Deer’s kidney|one; remove the fatty tissue and slice
枸杞羊肾粥|Chinese Matrimony Vine Fruit and Sheep’s Kidney Congee|茎|mutton|half a jin; roast
枸杞羊肾粥|Chinese Matrimony Vine Fruit and Sheep’s Kidney Congee|葱白|spring onions|one stalk
枸杞羊肾粥|Chinese Matrimony Vine Fruit and Sheep’s Kidney Congee|羊肾|sheep’s kidney|two; finely cut up
枸杞羊肾粥|Chinese Matrimony Vine Fruit and Sheep’s Kidney Congee|枸杞叶|Chinese matrimony vine fruits|one jin
猪肾粥|Pig Kidney Congee|缩砂|grain-of-paradise|two qian
猪肾粥|Pig Kidney Congee|陈皮|prepared mandarin orange peel|one qian; remove white
猪肾粥|Pig Kidney Congee|草果|tsaoko cardamom|three
猪肾粥|Pig Kidney Congee|粳米|non-glutinous rice|three ho
猪肾粥|Pig Kidney Congee|猪肾|Pig kidney|one, remove fatty tissue and slice
白羊肾羹|White Sheep Kidney Gruel|草果|tsaoko cardamom|one qian
白羊肾羹|White Sheep Kidney Gruel|荜拨|long pepper|two qian
白羊肾羹|White Sheep Kidney Gruel|陈皮|prepared mandarin orange peel|one qian; remove white
白羊肾羹|White Sheep Kidney Gruel|胡椒|black pepper|two qian
白羊肾羹|White Sheep Kidney Gruel|羊脂|sheep’s fat|four liang; cut into slices
白羊肾羹|White Sheep Kidney Gruel|肉苁蓉|broomrape|one liang; soak in liquor and cut
白羊肾羹|White Sheep Kidney Gruel|白羊肾|White sheep’s kidney|two; cut into slices
羊脊骨粥|Sheep’s Spine Gruel|荜拨|long pepper|two qian
羊脊骨粥|Sheep’s Spine Gruel|草果|tsaoko cardamom|three
羊脊骨粥|Sheep’s Spine Gruel|肉苁蓉|broomrape|one liang; wash and cut into slices
羊脊骨粥|Sheep’s Spine Gruel|羊脊骨|Sheep’s spine|one complete; broken up
羊骨粥|Sheep Bone Congee|盐|salt|a little
羊骨粥|Sheep Bone Congee|生姜|fresh ginger|one liang
羊骨粥|Sheep Bone Congee|草果|tsaoko cardamom|two
羊骨粥|Sheep Bone Congee|良姜|lesser galangal|two qian
羊骨粥|Sheep Bone Congee|陈皮|prepared mandarin orange peel|one qian; remove white
羊骨粥|Sheep Bone Congee|羊骨|Sheep’s bones|an entire set; broken up
羊藏羹|Sheep Entrails Gruel|茎|lesser galangal|two qian
羊藏羹|Sheep Entrails Gruel|葱|prepared mandarin orange peel|two qian; remove white
羊藏羹|Sheep Entrails Gruel|草果|salted fruits|one he
羊藏羹|Sheep Entrails Gruel|良姜|long pepper|one liang
羊藏羹|Sheep Entrails Gruel|陈皮|black pepper|one liang
羊藏羹|Sheep Entrails Gruel|豉|cow’s [milk] cheese|one liang
羊藏羹|Sheep Entrails Gruel|荜拨|heart and lung|one each; wash in hot water
羊藏羹|Sheep Entrails Gruel|胡椒|kidney|
羊藏羹|Sheep Entrails Gruel|牛酥|stomach|
羊藏羹|Sheep Entrails Gruel|羊肝、肚、肾、心、肺|Sheep’s liver|
羊蜜膏|Lamb Honey Paste|生地黄汁|juice of sprouting Chinese foxglove|one he
羊蜜膏|Lamb Honey Paste|生姜汁|juice of sprouting ginger|one he
羊蜜膏|Lamb Honey Paste|白沙蜜|crystallized honey|five liang; refine
羊蜜膏|Lamb Honey Paste|熟羊髓|cooked sheep’s marrow|five liang
羊蜜膏|Lamb Honey Paste|熟羊脂|Cooked sheep’s fat|five liang
生地黄鸡|Sprouting Chinese Foxglove Chicken|乌鸡|and black chicken|one
生地黄鸡|Sprouting Chinese Foxglove Chicken|饴糖|sweetmeats|five liang
